route_pattern,class,source_file
/immigration,CORE_INDEXABLE,src/app/immigration/page.tsx
/immigration/[slug],CORE_INDEXABLE,src/app/immigration/[slug]/page.tsx
/insurance,CORE_INDEXABLE,src/app/insurance/page.tsx
/itineraries,CORE_INDEXABLE,src/app/itineraries/page.tsx
/itineraries/[slug],CORE_INDEXABLE,src/app/itineraries/[slug]/page.tsx
/join,CORE_INDEXABLE,src/app/join/page.tsx
/landing/[slug],CORE_INDEXABLE,src/app/landing/[slug]/page.tsx
/legal/[slug],CORE_INDEXABLE,src/app/legal/[slug]/page.tsx
/maintenance,CORE_NON_INDEXABLE,src/app/maintenance/page.tsx
/map,LEGACY_REDIRECT,src/app/map/page.tsx
/mapa-argentina,CORE_INDEXABLE,src/app/mapa-argentina/page.tsx
/mobility,CORE_INDEXABLE,src/app/mobility/page.tsx
/organizer,CORE_NON_INDEXABLE,src/app/organizer/page.tsx
/organizer/analytics,CORE_NON_INDEXABLE,src/app/organizer/analytics/page.tsx
/organizer/apartments,CORE_NON_INDEXABLE,src/app/organizer/apartments/page.tsx
/organizer/articles,CORE_NON_INDEXABLE,src/app/organizer/articles/page.tsx
/organizer/articles/[id]/edit,CORE_NON_INDEXABLE,src/app/organizer/articles/[id]/edit/page.tsx
/organizer/articles/[id]/preview,CORE_NON_INDEXABLE,src/app/organizer/articles/[id]/preview/page.tsx
/organizer/bookings,CORE_NON_INDEXABLE,src/app/organizer/bookings/page.tsx
/organizer/bookings/[id],CORE_NON_INDEXABLE,src/app/organizer/bookings/[id]/page.tsx
/organizer/finance,CORE_NON_INDEXABLE,src/app/organizer/finance/page.tsx
/organizer/group-trips,CORE_NON_INDEXABLE,src/app/organizer/group-trips/page.tsx
/organizer/integrations,CORE_NON_INDEXABLE,src/app/organizer/integrations/page.tsx
/organizer/messages,CORE_NON_INDEXABLE,src/app/organizer/messages/page.tsx
/organizer/mobility,CORE_NON_INDEXABLE,src/app/organizer/mobility/page.tsx
/organizer/payments,CORE_NON_INDEXABLE,src/app/organizer/payments/page.tsx
/organizer/reviews,CORE_NON_INDEXABLE,src/app/organizer/reviews/page.tsx
/organizer/settings,CORE_NON_INDEXABLE,src/app/organizer/settings/page.tsx
/organizer/tours,CORE_NON_INDEXABLE,src/app/organizer/tours/page.tsx
/organizer/tours/[id]/edit,CORE_NON_INDEXABLE,src/app/organizer/tours/[id]/edit/page.tsx
/organizer/tours/[id]/preview,CORE_NON_INDEXABLE,src/app/organizer/tours/[id]/preview/page.tsx
/organizer/waitlist/[id],CORE_NON_INDEXABLE,src/app/organizer/waitlist/[id]/page.tsx
/organizers/[slug],CORE_NON_INDEXABLE,src/app/organizers/[slug]/page.tsx
/places,CORE_INDEXABLE,src/app/places/page.tsx
/places/[slug],CORE_INDEXABLE,src/app/places/[slug]/page.tsx
/podbor,CORE_INDEXABLE,src/app/podbor/page.tsx
/profile,CORE_NON_INDEXABLE,src/app/profile/page.tsx
/profile/bookings,CORE_NON_INDEXABLE,src/app/profile/bookings/page.tsx
/profile/bookings/[id],CORE_NON_INDEXABLE,src/app/profile/bookings/[id]/page.tsx
/profile/favorites,CORE_NON_INDEXABLE,src/app/profile/favorites/page.tsx
/profile/group-trips,CORE_NON_INDEXABLE,src/app/profile/group-trips/page.tsx
/profile/messages,CORE_NON_INDEXABLE,src/app/profile/messages/page.tsx
/profile/orders,CORE_NON_INDEXABLE,src/app/profile/orders/page.tsx
/profile/reviews,CORE_NON_INDEXABLE,src/app/profile/reviews/page.tsx
/profile/settings,CORE_NON_INDEXABLE,src/app/profile/settings/page.tsx
/profile/trip-prep,CORE_NON_INDEXABLE,src/app/profile/trip-prep/page.tsx
/services,CORE_INDEXABLE,src/app/services/page.tsx
/shop,DORMANT,src/app/shop/page.tsx
/shop/[slug],DORMANT,src/app/shop/[slug]/page.tsx
/tours,CORE_INDEXABLE,src/app/tours/page.tsx
/tours/[slug],CORE_INDEXABLE,src/app/tours/[slug]/page.tsx
/tours/region/iguazu,CORE_INDEXABLE,src/app/tours/region/iguazu/page.tsx
/tours/region/patagonia,CORE_INDEXABLE,src/app/tours/region/patagonia/page.tsx
/transfers,DORMANT,src/app/transfers/page.tsx
/trip-prep,CORE_NON_INDEXABLE,src/app/trip-prep/page.tsx
/trip/[token],CORE_NON_INDEXABLE,src/app/trip/[token]/page.tsx
/yandex-verification,CORE_NON_INDEXABLE,src/app/yandex-verification/page.tsx
