"id","url","action","priority","owner","status","reason","evidence"
"autodromo-internacional-de-rio-hondo","/baza-znaniy/autodromo-internacional-de-rio-hondo","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"avellaneda","/baza-znaniy/avellaneda","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"aventura-en-la-patagonia-andina","/baza-znaniy/aventura-en-la-patagonia-andina","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"aventura-submarina-en-puerto-madryn","/baza-znaniy/aventura-submarina-en-puerto-madryn","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"aves-del-chaco","/baza-znaniy/aves-del-chaco","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"avistaje-de-aves-en-formosa","/baza-znaniy/avistaje-de-aves-en-formosa","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"avistaje-de-aves-en-la-pampa","/baza-znaniy/avistaje-de-aves-en-la-pampa","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"avistaje-de-aves-en-santa-cruz","/baza-znaniy/avistaje-de-aves-en-santa-cruz","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"ba-rajony-realnyj-vybor","/baza-znaniy/ba-rajony-realnyj-vybor","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"bahia-blanca","/baza-znaniy/bahia-blanca","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"banado-la-estrella","/baza-znaniy/banado-la-estrella","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"banki-i-perevody","/baza-znaniy/banki-i-perevody","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"bankovskij-schet","/baza-znaniy/bankovskij-schet","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"bariloche","/baza-znaniy/bariloche","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"bariloche-tihie-smotrovye","/baza-znaniy/bariloche-tihie-smotrovye","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"barreal","/baza-znaniy/barreal","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"bebidas-y-gastronomia-en-cordoba","/baza-znaniy/bebidas-y-gastronomia-en-cordoba","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"belen","/baza-znaniy/belen","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"besplatna-li-medicina-dlya-turista","/baza-znaniy/besplatna-li-medicina-dlya-turista","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"bezopasno-li-odnoj-zhenshchine","/baza-znaniy/bezopasno-li-odnoj-zhenshchine","HUMAN_REVIEW","P0","Fact checker + legal reviewer","backlog","sensitive_provenance_not_ready","content.json + publication-quality.ts"
"bezopasno-li-v-argentine","/baza-znaniy/bezopasno-li-v-argentine","HUMAN_REVIEW","P0","Fact checker + legal reviewer","backlog","sensitive_provenance_not_ready","content.json + publication-quality.ts"
"bezopasnost-argentina","/baza-znaniy/bezopasnost-argentina","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"bienal-internacional-de-esculturas-en-resistencia","/baza-znaniy/bienal-internacional-de-esculturas-en-resistencia","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"bodega-submarina-en-las-grutas","/baza-znaniy/bodega-submarina-en-las-grutas","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"bosque-petrificado","/baza-znaniy/bosque-petrificado","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"buceo-en-el-golfo-san-matias","/baza-znaniy/buceo-en-el-golfo-san-matias","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"buceo-en-las-costas-de-ushuaia","/baza-znaniy/buceo-en-las-costas-de-ushuaia","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"buenos-aires","/baza-znaniy/buenos-aires","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"buenos-aires-province","/baza-znaniy/buenos-aires-province","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"buenos-aires-tradicional","/baza-znaniy/buenos-aires-tradicional","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"byt-i-zhilyo","/baza-znaniy/byt-i-zhilyo","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"byudzhet-poezdki","/baza-znaniy/byudzhet-poezdki","HUMAN_REVIEW","P0","Fact checker + legal reviewer","backlog","sensitive_provenance_not_ready","content.json + publication-quality.ts"
"caba","/baza-znaniy/caba","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"cabalgata-en-el-lago-roca","/baza-znaniy/cabalgata-en-el-lago-roca","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cabalgata-en-los-molles","/baza-znaniy/cabalgata-en-los-molles","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cabalgatas-en-cerro-belvedere-y-cascada-inacayal","/baza-znaniy/cabalgatas-en-cerro-belvedere-y-cascada-inacayal","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cabalgatas-en-la-estepa-de-bariloche","/baza-znaniy/cabalgatas-en-la-estepa-de-bariloche","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cabalgatas-en-las-sierras-bonaerenses","/baza-znaniy/cabalgatas-en-las-sierras-bonaerenses","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cabalgatas-en-tafi-del-valle","/baza-znaniy/cabalgatas-en-tafi-del-valle","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cabalgatas-en-valle-chico","/baza-znaniy/cabalgatas-en-valle-chico","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cachi","/baza-znaniy/cachi","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cafayate","/baza-znaniy/cafayate","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"camino-de-la-costa","/baza-znaniy/camino-de-la-costa","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"caminos-de-la-fe-san-juan","/baza-znaniy/caminos-de-la-fe-san-juan","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"campo-del-cielo","/baza-znaniy/campo-del-cielo","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"campo-del-cielo-y-saenz-pena","/baza-znaniy/campo-del-cielo-y-saenz-pena","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"canon-del-atuel","/baza-znaniy/canon-del-atuel","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"capilla-del-monte","/baza-znaniy/capilla-del-monte","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"carcarana","/baza-znaniy/carcarana","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"carmen-del-sauce","/baza-znaniy/carmen-del-sauce","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"carnaval-de-humahuaca","/baza-znaniy/carnaval-de-humahuaca","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"carnaval-en-corrientes","/baza-znaniy/carnaval-en-corrientes","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"casa-de-san-martin-en-yapeyu","/baza-znaniy/casa-de-san-martin-en-yapeyu","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"casa-historica-tucuman","/baza-znaniy/casa-historica-tucuman","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"cascada-chachin","/baza-znaniy/cascada-chachin","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cascada-del-rio-noque","/baza-znaniy/cascada-del-rio-noque","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cascada-nivinco-y-pichi-traful","/baza-znaniy/cascada-nivinco-y-pichi-traful","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cascadas-santa-ana-y-dora","/baza-znaniy/cascadas-santa-ana-y-dora","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"catamaran-en-el-rio-parana","/baza-znaniy/catamaran-en-el-rio-parana","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"catamaran-en-la-triple-frontera","/baza-znaniy/catamaran-en-la-triple-frontera","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"catamarca","/baza-znaniy/catamarca","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"caucete-san-juan","/baza-znaniy/caucete-san-juan","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"caviahue-copahue","/baza-znaniy/caviahue-copahue","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"centro-de-esqui-la-hoya","/baza-znaniy/centro-de-esqui-la-hoya","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"centro-termal-bernardo-larroude","/baza-znaniy/centro-termal-bernardo-larroude","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"centros-de-esqui-en-neuquen","/baza-znaniy/centros-de-esqui-en-neuquen","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cerro-castor","/baza-znaniy/cerro-castor","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cerro-mercedario-y-grandes-cumbres-de-san-juan","/baza-znaniy/cerro-mercedario-y-grandes-cumbres-de-san-juan","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cerro-tronador","/baza-znaniy/cerro-tronador","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cerros-catedral-y-perito-moreno","/baza-znaniy/cerros-catedral-y-perito-moreno","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"certificado-de-domicilio","/baza-znaniy/certificado-de-domicilio","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"certificado-de-legalidad-prav","/baza-znaniy/certificado-de-legalidad-prav","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"chek-list-pereezda","/baza-znaniy/chek-list-pereezda","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"cholila","/baza-znaniy/cholila","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"chto-delat-krome-dostoprimechatelnostej","/baza-znaniy/chto-delat-krome-dostoprimechatelnostej","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"chto-est-vegetariancu","/baza-znaniy/chto-est-vegetariancu","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"chto-stoit-deneg-prioritety","/baza-znaniy/chto-stoit-deneg-prioritety","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"chto-takoe-dni-i-cuil","/baza-znaniy/chto-takoe-dni-i-cuil","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"chto-takoe-mep","/baza-znaniy/chto-takoe-mep","HUMAN_REVIEW","P0","Fact checker + legal reviewer","backlog","sensitive_provenance_not_ready","content.json + publication-quality.ts"
"chto-takoe-prekariya","/baza-znaniy/chto-takoe-prekariya","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"chto-takoe-sube","/baza-znaniy/chto-takoe-sube","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"circuito-callejero-de-potrero-de-los-funes","/baza-znaniy/circuito-callejero-de-potrero-de-los-funes","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"circuito-cultural-en-formosa","/baza-znaniy/circuito-cultural-en-formosa","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"circuito-de-cervecerias-en-rosario","/baza-znaniy/circuito-de-cervecerias-en-rosario","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"circuito-gastronomico-en-el-rio-parana","/baza-znaniy/circuito-gastronomico-en-el-rio-parana","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"ciudad-de-corrientes","/baza-znaniy/ciudad-de-corrientes","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"ciudad-de-formosa","/baza-znaniy/ciudad-de-formosa","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"ciudad-de-salta","/baza-znaniy/ciudad-de-salta","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"ciudad-de-san-juan","/baza-znaniy/ciudad-de-san-juan","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"ciudad-de-santa-fe","/baza-znaniy/ciudad-de-santa-fe","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"clorinda","/baza-znaniy/clorinda","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"colon","/baza-znaniy/colon","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"colon-entre-rios","/baza-znaniy/colon-entre-rios","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"colonia-carlos-pellegrini","/baza-znaniy/colonia-carlos-pellegrini","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"colonia-menonita-en-la-pampa","/baza-znaniy/colonia-menonita-en-la-pampa","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"colonia-suiza","/baza-znaniy/colonia-suiza","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"colonias-judias-en-santa-fe","/baza-znaniy/colonias-judias-en-santa-fe","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"comandante-luis-piedrabuena","/baza-znaniy/comandante-luis-piedrabuena","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"comarca-andina-del-paralelo-42","/baza-znaniy/comarca-andina-del-paralelo-42","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cordero-patagonico","/baza-znaniy/cordero-patagonico","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cordoba-de-las-campanas","/baza-znaniy/cordoba-de-las-campanas","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"corredor-de-la-puna","/baza-znaniy/corredor-de-la-puna","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"corredor-del-viento","/baza-znaniy/corredor-del-viento","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cosquin","/baza-znaniy/cosquin","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"costa-atlantica-bonaerense","/baza-znaniy/costa-atlantica-bonaerense","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"costa-atlantica-de-la-provincia-de-buenos-aires","/baza-znaniy/costa-atlantica-de-la-provincia-de-buenos-aires","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"costanera-de-corrientes","/baza-znaniy/costanera-de-corrientes","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"costanera-de-formosa","/baza-znaniy/costanera-de-formosa","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cruce-de-los-andes","/baza-znaniy/cruce-de-los-andes","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cuesta-del-viento","/baza-znaniy/cuesta-del-viento","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cueva-de-las-manos","/baza-znaniy/cueva-de-las-manos","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"cultura-guarani-en-misiones","/baza-znaniy/cultura-guarani-en-misiones","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cusi-cusi","/baza-znaniy/cusi-cusi","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"cuyo","/baza-znaniy/cuyo","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"dalyokie-parki-nastroj-na-tishinu","/baza-znaniy/dalyokie-parki-nastroj-na-tishinu","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"delta-del-parana","/baza-znaniy/delta-del-parana","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"deportes-extremos-en-la-rioja","/baza-znaniy/deportes-extremos-en-la-rioja","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"deportes-extremos-en-paso-de-la-patria","/baza-znaniy/deportes-extremos-en-paso-de-la-patria","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"dikaya-priroda","/baza-znaniy/dikaya-priroda","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"dinosaurios-de-la-patagonia","/baza-znaniy/dinosaurios-de-la-patagonia","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"dinosaurios-en-neuquen","/baza-znaniy/dinosaurios-en-neuquen","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"dique-piscu-yacu","/baza-znaniy/dique-piscu-yacu","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"dni-cuil","/baza-znaniy/dni-cuil","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"dni-cuil-cuit-putanitsa","/baza-znaniy/dni-cuil-cuit-putanitsa","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"dokumenty-dlya-poezdki-na-avto","/baza-znaniy/dokumenty-dlya-poezdki-na-avto","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"dostupnaya-sreda-i-invalidnost","/baza-znaniy/dostupnaya-sreda-i-invalidnost","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"dunas-de-taton","/baza-znaniy/dunas-de-taton","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-bolson","/baza-znaniy/el-bolson","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"el-calafate","/baza-znaniy/el-calafate","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"el-chaku","/baza-znaniy/el-chaku","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-chalten","/baza-znaniy/el-chalten","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"el-curanto","/baza-znaniy/el-curanto","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-gaucho","/baza-znaniy/el-gaucho","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-hoyo","/baza-znaniy/el-hoyo","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-mate","/baza-znaniy/el-mate","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-nihuil","/baza-znaniy/el-nihuil","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-obelisco-de-cafayate","/baza-znaniy/el-obelisco-de-cafayate","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-rodeo","/baza-znaniy/el-rodeo","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-salitral-encantado","/baza-znaniy/el-salitral-encantado","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-sauzalito","/baza-znaniy/el-sauzalito","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-sosneado","/baza-znaniy/el-sosneado","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-trapiche","/baza-znaniy/el-trapiche","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-tren-patagonico","/baza-znaniy/el-tren-patagonico","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"el-vino-malbec","/baza-znaniy/el-vino-malbec","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"eldorado","/baza-znaniy/eldorado","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"empanadas","/baza-znaniy/empanadas","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"empedrado","/baza-znaniy/empedrado","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"empedrado-y-el-carrizal","/baza-znaniy/empedrado-y-el-carrizal","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"epuyen","/baza-znaniy/epuyen","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"esim-i-svyaz","/baza-znaniy/esim-i-svyaz","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"esim-ili-lokalnaya-sim","/baza-znaniy/esim-ili-lokalnaya-sim","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"esquel","/baza-znaniy/esquel","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"esquina","/baza-znaniy/esquina","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"estancias-turisticas-de-campo","/baza-znaniy/estancias-turisticas-de-campo","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"expedicion-al-avion-de-los-uruguayos","/baza-znaniy/expedicion-al-avion-de-los-uruguayos","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"expediciones-en-el-lago-huechulafquen","/baza-znaniy/expediciones-en-el-lago-huechulafquen","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"falshivye-policejskie-i-obmenniki","/baza-znaniy/falshivye-policejskie-i-obmenniki","KEEP","P2","Content editor","complete","publication_gate_clean","content.json + publication-quality.ts"
"federacion","/baza-znaniy/federacion","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"feria-de-simoca","/baza-znaniy/feria-de-simoca","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"festival-de-cosquin","/baza-znaniy/festival-de-cosquin","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"fiambala","/baza-znaniy/fiambala","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"fiesta-nacional-del-canotaje-en-chaco","/baza-znaniy/fiesta-nacional-del-canotaje-en-chaco","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
"fiesta-nacional-del-sol-en-san-juan","/baza-znaniy/fiesta-nacional-del-sol-en-san-juan","KEEP","P1","Content editor","backlog","publication_gate_clean","content.json + publication-quality.ts"
