id,type,url,title,inbound_internal_links,outgoing_internal_links,hub_path,hub_coverage,sitemap_expected,orphan_status,orphan_reasons,source_path,evidence
kb:poleznye-prilozheniya,guide,/baza-znaniy/poleznye-prilozheniya,Полезные приложения и сервисы в Аргентине,5,0,/baza-znaniy,yes,yes,needs_review,no_related_or_outgoing_link,content/knowledge-base/svyaz/poleznye-prilozheniya.md,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
kb:razvlecheniya-i-nochnaya-zhizn,guide,/baza-znaniy/razvlecheniya-i-nochnaya-zhizn,Развлечения и ночная жизнь Аргентины,5,0,/baza-znaniy,yes,yes,needs_review,no_related_or_outgoing_link,content/knowledge-base/kultura/razvlecheniya-i-nochnaya-zhizn.md,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
kb:sladkoe-dulce-de-leche,guide,/baza-znaniy/sladkoe-dulce-de-leche,"Сладкое: дульсе-де-лече, альфахорес и фактурас",3,0,/baza-znaniy,yes,yes,needs_review,no_related_or_outgoing_link,content/knowledge-base/kultura/sladkoe-dulce-de-leche.md,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
kb:tango,guide,/baza-znaniy/tango,"Танго в Аргентине: культура, милонги, где смотреть и танцевать",2,0,/baza-znaniy,yes,yes,needs_review,no_related_or_outgoing_link,content/knowledge-base/kultura/tango.md,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
kb:vino-argentiny,guide,/baza-znaniy/vino-argentiny,Вино Аргентины: сорта и регионы,9,0,/baza-znaniy,yes,yes,needs_review,no_related_or_outgoing_link,content/knowledge-base/kultura/vino-argentiny.md,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
kb:zhile-dlya-turistov,guide,/baza-znaniy/zhile-dlya-turistov,Где остановиться туристу в Аргентине,4,0,/baza-znaniy,yes,yes,needs_review,no_related_or_outgoing_link,content/knowledge-base/zhile/zhile-dlya-turistov.md,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
destination:ba,destination,/destinations/ba,Буэнос-Айрес,10,0,/destinations,yes,yes,needs_review,no_related_or_outgoing_link,src/data/destination-pages.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
destination:iguazu,destination,/destinations/iguazu,Пуэрто-Игуасу,2,0,/destinations,yes,yes,needs_review,no_related_or_outgoing_link,src/data/destination-pages.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
destination:mendoza,destination,/destinations/mendoza,Мендоса,3,0,/destinations,yes,yes,needs_review,no_related_or_outgoing_link,src/data/destination-pages.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
destination:patagonia,destination,/destinations/patagonia,Патагония,7,0,/destinations,yes,yes,needs_review,no_related_or_outgoing_link,src/data/destination-pages.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
destination:salta,destination,/destinations/salta,Сальта,2,0,/destinations,yes,yes,needs_review,no_related_or_outgoing_link,src/data/destination-pages.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:bariloche,place,/places/bariloche,Барилоче,8,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:buenos-aires,place,/places/buenos-aires,Буэнос-Айрес,99,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:cafayate,place,/places/cafayate,Кафаяте,2,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:cerro-de-los-7-colores,place,/places/cerro-de-los-7-colores,Cerro de los Siete Colores,23,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:cordoba,place,/places/cordoba,Кордова,1,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:cueva-de-las-manos,place,/places/cueva-de-las-manos,Cueva de las Manos,1,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:el-calafate,place,/places/el-calafate,Эль-Калафате,42,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:el-chalten,place,/places/el-chalten,Эль-Чалтен,46,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:estero-ibera,place,/places/estero-ibera,Эстерос-дель-Ибера,1,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:fitz-roy,place,/places/fitz-roy,"Фиц-Рой (Fitz Roy, Cerro Chaltén)",24,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:iguazu-falls,place,/places/iguazu-falls,Водопады Игуасу,37,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:los-glaciares-national-park,place,/places/los-glaciares-national-park,Национальный парк Los Glaciares,24,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:lujan-de-cuyo,place,/places/lujan-de-cuyo,Luján de Cuyo,1,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:maipu,place,/places/maipu,Maipú,1,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:mendoza,place,/places/mendoza,Мендоса,20,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:nahuel-huapi-national-park,place,/places/nahuel-huapi-national-park,Национальный парк Nahuel Huapi,23,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:perito-moreno-glacier,place,/places/perito-moreno-glacier,Ледник Перито-Морено,30,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:potrerillos,place,/places/potrerillos,Potrerillos,1,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:puerto-madryn,place,/places/puerto-madryn,Пуэрто-Мадрин,2,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:purmamarca,place,/places/purmamarca,Пурмамарка,23,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:quebrada-de-humahuaca,place,/places/quebrada-de-humahuaca,Кебрада-де-Умауака,2,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:salinas-grandes,place,/places/salinas-grandes,Салинас-Грандес,2,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:salta,place,/places/salta,Сальта,25,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:san-martin-de-los-andes,place,/places/san-martin-de-los-andes,Сан-Мартин-де-лос-Андес,1,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:talampaya,place,/places/talampaya,Национальный парк Talampaya,3,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:tierra-del-fuego-national-park,place,/places/tierra-del-fuego-national-park,Национальный парк Tierra del Fuego,3,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:tilcara,place,/places/tilcara,Тилькара,2,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:tren-de-las-nubes,place,/places/tren-de-las-nubes,Поезд в облака (Tren a las Nubes),1,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:uco-valley,place,/places/uco-valley,Valle de Uco,2,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:ushuaia,place,/places/ushuaia,Ушуайя,20,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:valdes-peninsula,place,/places/valdes-peninsula,Полуостров Вальдес,22,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:villa-la-angostura,place,/places/villa-la-angostura,Вилья-Ла-Ангостура,1,0,/places,yes,yes,needs_review,no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
legal:affiliate,legal,/legal/affiliate,Партнёрские ссылки и реклама,0,0,,no,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link|no_hub_path_in_source_model,src/data/legal-content.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
legal:booking,legal,/legal/booking,Условия бронирования,0,0,,no,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link|no_hub_path_in_source_model,src/data/legal-content.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
legal:cookies,legal,/legal/cookies,Политика cookie,0,0,,no,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link|no_hub_path_in_source_model,src/data/legal-content.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
legal:privacy,legal,/legal/privacy,Политика конфиденциальности,0,0,,no,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link|no_hub_path_in_source_model,src/data/legal-content.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
legal:refunds,legal,/legal/refunds,Политика возвратов,0,0,,no,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link|no_hub_path_in_source_model,src/data/legal-content.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
legal:terms,legal,/legal/terms,Пользовательское соглашение,0,0,,no,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link|no_hub_path_in_source_model,src/data/legal-content.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:argentina-10-dnej-3-nedeli,blog,/blog/argentina-10-dnej-3-nedeli,Маршруты по Аргентине на 10 дней и 3 недели (2026),0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:argentina-2-nedeli-marshrut,blog,/blog/argentina-2-nedeli-marshrut,Маршрут по Аргентине на 2 недели: классика за один трип (2026),0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:bankovskij-schet-argentina,blog,/blog/bankovskij-schet-argentina,Банковский счёт и финансы релоканта в Аргентине (гид 2026),0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:byudzhet-poezdki-argentina,blog,/blog/byudzhet-poezdki-argentina,Бюджет поездки по Аргентине 2026: сколько брать денег,0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:dni-cuil-argentina,blog,/blog/dni-cuil-argentina,DNI и CUIL в Аргентине 2026: пошаговая инструкция для иностранца,0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:grazhdanstvo-argentiny,blog,/blog/grazhdanstvo-argentiny,Гражданство Аргентины за 2 года: натурализация и новые правила (гид 2026),0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:kak-dobratsya-v-argentinu,blog,/blog/kak-dobratsya-v-argentinu,"Как добраться из России и СНГ в Аргентину 2026: маршруты, виза, цены",0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:kak-menyat-dengi-argentina,blog,/blog/kak-menyat-dengi-argentina,"Как менять деньги в Аргентине 2026: курс, blue, MEP, карты и крипта",0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:ruta-40-sem-ozer,blog,/blog/ruta-40-sem-ozer,Дорога семи озёр и Рута 40: роуд-трип по Аргентине (гид 2026),0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:stoimost-zhizni-buenos-aires,blog,/blog/stoimost-zhizni-buenos-aires,Сколько стоит жизнь в Буэнос-Айресе 2026: реальный бюджет в долларах,0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:viza-cifrovogo-kochevnika-argentina,blog,/blog/viza-cifrovogo-kochevnika-argentina,Виза цифрового кочевника Аргентины: полный гид 2026,0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:vnutrennie-aviabilety-argentina,blog,/blog/vnutrennie-aviabilety-argentina,Внутренние авиабилеты по Аргентине 2026: как купить дёшево,0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
blog:vnzh-argentina-rezidenciya,blog,/blog/vnzh-argentina-rezidenciya,ВНЖ Аргентины 2026: все легальные пути резиденции и визы,0,0,/blog,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/blog.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
destination:bariloche,destination,/destinations/bariloche,Барилоче,0,0,/destinations,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/destination-pages.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
destination:calafate,destination,/destinations/calafate,Эль-Калафате,0,0,/destinations,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/destination-pages.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
destination:ushuaia,destination,/destinations/ushuaia,Ушуайя,0,0,/destinations,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/destination-pages.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:aconcagua,place,/places/aconcagua,Аконкагуа,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:bahia-blanca,place,/places/bahia-blanca,Баия-Бланка,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:banado-la-estrella,place,/places/banado-la-estrella,Баньядо-ла-Эстрелья,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:barreal,place,/places/barreal,Барреаль и Эль-Леонсито,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:bosque-petrificado,place,/places/bosque-petrificado,Национальный парк Окаменевшие леса Харамільо,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:catamarca,place,/places/catamarca,Катамарка,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:colon-entre-rios,place,/places/colon-entre-rios,Колóн,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:corrientes,place,/places/corrientes,Корриентес,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:el-bolson,place,/places/el-bolson,Эль-Больсон,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:esquel,place,/places/esquel,Эскель,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:federacion,place,/places/federacion,Федерасьон,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:formosa,place,/places/formosa,Формоса,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:gualeguaychu,place,/places/gualeguaychu,Гуалегуайчу,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:iruya,place,/places/iruya,Ирую,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:ischigualasto,place,/places/ischigualasto,Исчигуаласто (Лунная долина),0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:kachi,place,/places/kachi,Качи,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:la-cumbrecita,place,/places/la-cumbrecita,Ла-Кумбресита и Сьерры Кордовы,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:la-plata,place,/places/la-plata,Ла-Плата,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:la-rioja,place,/places/la-rioja,Ла-Риоха,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:lanin,place,/places/lanin,Национальный парк Ланин,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:las-lenas,place,/places/las-lenas,Лас-Леньяс,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:lihue-calel,place,/places/lihue-calel,Национальный парк Лиуэ-Калель,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:los-alerces-national-park,place,/places/los-alerces-national-park,Национальный парк Лос-Алерсес,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:los-antiguos,place,/places/los-antiguos,Лос-Антигуос,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:los-cardones,place,/places/los-cardones,Национальный парк Лос-Кардонес,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:lujan,place,/places/lujan,Лухан,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:mar-de-las-pampas,place,/places/mar-de-las-pampas,Мар-де-лас-Пампас,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:mar-del-plata,place,/places/mar-del-plata,Мар-дель-Плата,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:mercedes-corrientes,place,/places/mercedes-corrientes,Мерседес (Корриентес),0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:merlo,place,/places/merlo,Мерло,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
place:necochea,place,/places/necochea,Некочеа,0,0,/places,yes,yes,needs_review,no_explicit_inbound_link|no_related_or_outgoing_link,src/data/places-seed.ts,Статические ссылки и структурированные related-поля; runtime/CMS ссылки не сканировались.
