"id","component_file","source_line","source_column","interaction_kind","http_method","endpoint_pattern","source_signals","test_evidence","confidence","route_patterns","route_count"
"1e7dfafc331b9c11","src/components/admin/cms/BlogInternalLinksPreview.tsx","32","30","http_request","POST","/api/cms/blog/link-suggestions","fetch(""/api/cms/blog/link-suggestions"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ excerpt, sections, content","source_only","high","/admin/content/documents/[id]","1"
"2779bfda83c26f67","src/components/admin/cms/CmsOpsPanel.tsx","35","25","http_request","POST","/api/admin/search/reindex","fetch(""/api/admin/search/reindex"", { method: ""POST"" })","source_only","high","/admin/system/settings","1"
"f001f3a9d46046b2","src/components/admin/cms/CmsOpsPanel.tsx","62","25","http_request","PUT","/api/admin/media","fetch(""/api/admin/media"", { method: ""PUT"" })","source_only","high","/admin/system/settings","1"
"0355019efcd18063","src/components/admin/cms/CmsOpsPanel.tsx","174","11","ui_click","","","onClick={() => void runSearchReindex()}","source_only","medium","/admin/system/settings","1"
"fb85a4d31018d6fc","src/components/admin/cms/CmsOpsPanel.tsx","184","11","ui_click","","","onClick={() => void runManifestSync()}","source_only","medium","/admin/system/settings","1"
"c9841a9bb3afe115","src/components/admin/cms/CmsSectionEditor.tsx","50","57","ui_click","","","onClick={onRemove}","source_only","medium","/admin/content/documents/[id]","1"
"872f5cc7c27de918","src/components/admin/cms/CmsSectionEditor.tsx","57","9","ui_change","","","onChange={(e) => patch({ heading: e.target.value })}","source_only","medium","/admin/content/documents/[id]","1"
"491e66f8acd0f00a","src/components/admin/cms/CmsSectionEditor.tsx","65","11","ui_change","","","onChange={handleBodyChange}","source_only","medium","/admin/content/documents/[id]","1"
"cd0f3120c7c36e6b","src/components/admin/cms/CmsSectionEditor.tsx","78","11","ui_change","","","onChange={(e) => patch({ list: linesToList(e.target.value) })}","source_only","medium","/admin/content/documents/[id]","1"
"fdd508e13f625f49","src/components/admin/cms/IntegrationReadinessPanel.tsx","37","10","http_request","UNRESOLVED","/api/admin/integrations/verify","fetch(""/api/admin/integrations/verify"", { cache: ""no-store"", signal: controller.signal })","source_only","high","/admin/system/settings","1"
"e10c0758075ef903","src/components/admin/cms/IntegrationReadinessPanel.tsx","54","30","http_request","POST","/api/admin/integrations/verify","fetch(""/api/admin/integrations/verify"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ id }), })","source_only","high","/admin/system/settings","1"
"0d737db9c23c231e","src/components/admin/cms/IntegrationReadinessPanel.tsx","139","27","ui_click","","","onClick={() => void verify(entry.id)}","source_only","medium","/admin/system/settings","1"
"df5007c8087c52ae","src/components/admin/cms/PartnerFeedHealthPanel.tsx","59","10","http_request","UNRESOLVED","/api/health/partners","fetch(""/api/health/partners"", { cache: ""no-store"", signal: controller.signal })","source_only","high","/admin/operations|/admin/system/settings","2"
"034d2e4f1ab340c9","src/components/admin/cms/PreviewDeviceFrame.tsx","35","9","ui_change","","","onChange={(e) => onThemeChange(e.target.value as PreviewTheme)}","source_only","medium","/admin/content/documents/[id]/preview|/admin/editorial-components","2"
"c6be1bc92795227d","src/components/admin/cms/PreviewDeviceFrame.tsx","43","9","ui_change","","","onChange={(e) => onViewportChange(e.target.value as PreviewViewport)}","source_only","medium","/admin/content/documents/[id]/preview|/admin/editorial-components","2"
"07774a36e848e26c","src/components/admin/CmsBulkImportPanel.tsx","49","25","http_request","GET","/api/admin/content/documents/bulk-import[queryquery]","fetch( `/api/admin/content/documents/bulk-import${query ? `?${query}` : """"}` )","source_only","high","/admin/content/documents","1"
"7d04c89926c6fac4","src/components/admin/CmsBulkImportPanel.tsx","69","30","data_mutation","DELETE","supabase_or_repository","next.delete(docType)","source_only","medium","/admin/content/documents","1"
"eeb1ff42489b17d0","src/components/admin/CmsBulkImportPanel.tsx","91","25","http_request","POST","/api/admin/content/documents/bulk-import","fetch(""/api/admin/content/documents/bulk-import"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ docTyp","source_only","high","/admin/content/documents","1"
"f5b164fa5fb4294a","src/components/admin/CmsBulkImportPanel.tsx","133","15","ui_change","","","onChange={() => toggleType(docType)}","source_only","medium","/admin/content/documents","1"
"d8e6ff040d99466e","src/components/admin/CmsBulkImportPanel.tsx","142","52","ui_change","","","onChange={(e) => setPublish(e.target.checked)}","source_only","medium","/admin/content/documents","1"
"2e69ab098379ccbb","src/components/admin/CmsBulkImportPanel.tsx","149","13","ui_change","","","onChange={(e) => setSkipExisting(e.target.checked)}","source_only","medium","/admin/content/documents","1"
"169183c66b48f771","src/components/admin/CmsBulkImportPanel.tsx","157","13","ui_change","","","onChange={(e) => setIncludeRichHtml(e.target.checked)}","source_only","medium","/admin/content/documents","1"
"711255123095198b","src/components/admin/CmsBulkImportPanel.tsx","165","13","ui_change","","","onChange={(e) => setIncludeI18nStubs(e.target.checked)}","source_only","medium","/admin/content/documents","1"
"4e3415a24f7e9112","src/components/admin/CmsBulkImportPanel.tsx","215","84","ui_click","","","onClick={() => void runImport()}","source_only","medium","/admin/content/documents","1"
"2cf6d2e2629a04a9","src/components/admin/CmsBulkImportPanel.tsx","218","61","ui_click","","","onClick={() => void loadPreview()}","source_only","medium","/admin/content/documents","1"
"6dc81f00cfe39e94","src/components/admin/CmsCutoverPanel.tsx","70","9","ui_click","","","onClick={() => onToggle(lane, false)}","source_only","medium","/admin/system/settings","1"
"d42fc53aec6a2e89","src/components/admin/CmsCutoverPanel.tsx","82","7","ui_click","","","onClick={() => onToggle(lane, true)}","source_only","medium","/admin/system/settings","1"
"84cab9a1ac1c81a8","src/components/admin/CmsCutoverPanel.tsx","98","25","http_request","GET","/api/admin/cms/cutover-status","fetch(""/api/admin/cms/cutover-status"")","source_only","high","/admin/system/settings","1"
"1fefe3086e44c132","src/components/admin/CmsCutoverPanel.tsx","122","25","http_request","POST","/api/admin/cms/cutover-enable","fetch(""/api/admin/cms/cutover-enable"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ [lane]: enable }), })","source_only","high","/admin/system/settings","1"
"ebcb410954e0817e","src/components/admin/CmsCutoverPanel.tsx","158","80","ui_click","","","onClick={() => void loadStatus()}","source_only","medium","/admin/system/settings","1"
"78f4c11c401c0502","src/components/admin/CmsGovernancePanel.tsx","121","30","http_request","GET","dynamic","fetch(endpoint)","source_only","medium","/admin/content/documents/[id]","1"
"0bdef7559f7ebcb7","src/components/admin/CmsGovernancePanel.tsx","143","30","http_request","UNRESOLVED","[endpoint][query]","fetch(`${endpoint}${query}`, { method, headers: body ? { ""Content-Type"": ""application/json"" } : undefined, body: body ? JSON.stringify(body) : undefined, ","source_only","high","/admin/content/documents/[id]","1"
"2056643caf1e7b2e","src/components/admin/CmsGovernancePanel.tsx","163","30","http_request","PATCH","/api/admin/content/documents/[id]","fetch( `/api/admin/content/documents/${encodeURIComponent(document.id)}`, { method: ""PATCH"", headers: { ""Content-Type"": ""application/json"" }, ","source_only","high","/admin/content/documents/[id]","1"
"1ecd13bf1758f62c","src/components/admin/CmsGovernancePanel.tsx","229","15","ui_change","","","onChange={(event) => setWorkflowStage(event.target.value as CmsWorkflowStage)}","source_only","medium","/admin/content/documents/[id]","1"
"99bfbfafe5782ed9","src/components/admin/CmsGovernancePanel.tsx","242","15","ui_change","","","onChange={(event) => setRiskLevel(event.target.value as CmsRiskLevel)}","source_only","medium","/admin/content/documents/[id]","1"
"43cf5cce9d8e967b","src/components/admin/CmsGovernancePanel.tsx","254","44","ui_change","","","onChange={(event) => setReviewerId(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"9df9fd98ba4ed2c1","src/components/admin/CmsGovernancePanel.tsx","266","54","ui_change","","","onChange={(event) => setFactCheckedAt(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"f965a615a1f30aaf","src/components/admin/CmsGovernancePanel.tsx","270","53","ui_change","","","onChange={(event) => setNextReviewAt(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"4c6ee7e87645946f","src/components/admin/CmsGovernancePanel.tsx","273","82","ui_click","","","onClick={() => void saveMetadata()}","source_only","medium","/admin/content/documents/[id]","1"
"86bbe81b56197820","src/components/admin/CmsGovernancePanel.tsx","295","17","ui_click","","","onClick={() => void mutate(""DELETE"", undefined, `?kind=source&itemId=${encodeURIComponent(item.source_id)}`)}","source_only","medium","/admin/content/documents/[id]","1"
"781a9e3547ec1ff8","src/components/admin/CmsGovernancePanel.tsx","303","71","ui_change","","","onChange={(event) => setSourceTitle(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"f644dc03c9815eb3","src/components/admin/CmsGovernancePanel.tsx","304","80","ui_change","","","onChange={(event) => setSourceAuthority(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"953af7af95c64cac","src/components/admin/CmsGovernancePanel.tsx","305","71","ui_change","","","onChange={(event) => setSourceUrl(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"f3c8245c4068fd32","src/components/admin/CmsGovernancePanel.tsx","307","60","ui_change","","","onChange={(event) => setSourcePrimary(event.target.checked)}","source_only","medium","/admin/content/documents/[id]","1"
"7c9f686bc4f5bae2","src/components/admin/CmsGovernancePanel.tsx","315","13","ui_click","","","onClick={() => { void mutate(""POST"", { action: ""add_source"", title: sourceTitle, authority: sourceAuthority, ","source_only","medium","/admin/content/documents/[id]","1"
"df18758f7d90f295","src/components/admin/CmsGovernancePanel.tsx","349","17","ui_click","","","onClick={() => void mutate(""DELETE"", undefined, `?kind=claim&itemId=${encodeURIComponent(claim.id)}`)}","source_only","medium","/admin/content/documents/[id]","1"
"986064c66c8daf21","src/components/admin/CmsGovernancePanel.tsx","361","13","ui_change","","","onChange={(event) => setClaimStatement(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"d21dca43e8cb892f","src/components/admin/CmsGovernancePanel.tsx","363","78","ui_change","","","onChange={(event) => setClaimTopic(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"42ee2952088c606e","src/components/admin/CmsGovernancePanel.tsx","364","47","ui_change","","","onChange={(event) => setClaimSourceId(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"252ac3a921567ee3","src/components/admin/CmsGovernancePanel.tsx","372","43","ui_change","","","onChange={(event) => setClaimRisk(event.target.value as CmsRiskLevel)}","source_only","medium","/admin/content/documents/[id]","1"
"b1b19fb8e9f16492","src/components/admin/CmsGovernancePanel.tsx","382","58","ui_change","","","onChange={(event) => setClaimVerifiedAt(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"1792727ebaa1e538","src/components/admin/CmsGovernancePanel.tsx","386","56","ui_change","","","onChange={(event) => setClaimReviewAt(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"ab9bac366d52fe97","src/components/admin/CmsGovernancePanel.tsx","394","13","ui_click","","","onClick={() => { void mutate(""POST"", { action: ""add_claim"", statement: claimStatement, topic: claimTopic, ","source_only","medium","/admin/content/documents/[id]","1"
"e1db798dda6c4f41","src/components/admin/CmsLocaleTabs.tsx","53","13","ui_click","","","onClick={() => onCreateLocale?.(locale)}","source_only","medium","/admin/content/documents/[id]","1"
"6ece02a2cbda4c8c","src/components/admin/CmsMediaPathField.tsx","50","13","ui_change","","","onChange={(e) => onChange(e.target.value)}","source_only","medium","/admin/content/documents/[id]|/admin/content/shop|/admin/marketplace/apartments|/admin/system/settings|/organizer/apartments|/organizer/articles/[id]/edit","6"
"e2ff1082480c5e04","src/components/admin/CmsMediaPathField.tsx","54","61","ui_click","","","onClick={() => setPickerOpen(true)}","source_only","medium","/admin/content/documents/[id]|/admin/content/shop|/admin/marketplace/apartments|/admin/system/settings|/organizer/apartments|/organizer/articles/[id]/edit","6"
"c3be83e67822655a","src/components/admin/CmsMediaPickerDialog.tsx","29","10","http_request","GET","/api/admin/media","fetch(""/api/admin/media"")","source_only","high","/admin/content/documents/[id]|/admin/content/shop|/admin/marketplace/apartments|/admin/system/settings|/organizer/apartments|/organizer/articles/[id]/edit","6"
"0e751a900796ddd0","src/components/admin/CmsMediaPickerDialog.tsx","53","17","ui_click","","","onClick={() => { onSelect(asset.localPath); onClose(); }}","source_only","medium","/admin/content/documents/[id]|/admin/content/shop|/admin/marketplace/apartments|/admin/system/settings|/organizer/apartments|/organizer/articles/[id]/edit","6"
"8946eb24cc3653cc","src/components/admin/CmsSeoPanel.tsx","102","59","ui_click","","","onClick={autoGenerate}","source_only","medium","/admin/content/documents/[id]|/organizer/articles/[id]/edit","2"
"aa01d0fe91f26cd0","src/components/admin/CmsSeoPanel.tsx","119","13","ui_change","","","onChange={(e) => onChange({ ...seo, title: e.target.value })}","source_only","medium","/admin/content/documents/[id]|/organizer/articles/[id]/edit","2"
"c56203ad30512997","src/components/admin/CmsSeoPanel.tsx","135","13","ui_change","","","onChange={(e) => onChange({ ...seo, description: e.target.value })}","source_only","medium","/admin/content/documents/[id]|/organizer/articles/[id]/edit","2"
"7b5ae6d69ea30f50","src/components/admin/CmsSeoPanel.tsx","144","11","ui_change","","","onChange={(next) => onChange({ ...seo, image: next })}","source_only","medium","/admin/content/documents/[id]|/organizer/articles/[id]/edit","2"
"97c16515ee7b19c4","src/components/admin/CmsSeoPanel.tsx","152","13","ui_change","","","onChange={(event) => onChange({ ...seo, canonical: event.target.value })}","source_only","medium","/admin/content/documents/[id]|/organizer/articles/[id]/edit","2"
"81a4c58ea96e7719","src/components/admin/ingestion/IngestionModerationView.tsx","100","30","http_request","POST","/api/admin/ingestion/candidates/[id]","fetch(`/api/admin/ingestion/candidates/${selected.id}`, { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify({ action, co","source_only","high","/admin/ingestion/moderation","1"
"52733d71995097ee","src/components/admin/ingestion/IngestionModerationView.tsx","133","89","ui_click","","","onClick={() => switchMode(""candidates"")}","source_only","medium","/admin/ingestion/moderation","1"
"e131f74bc034677b","src/components/admin/ingestion/IngestionModerationView.tsx","136","88","ui_click","","","onClick={() => switchMode(""proposals"")}","source_only","medium","/admin/ingestion/moderation","1"
"841d74a7e9a39ee6","src/components/admin/ingestion/IngestionModerationView.tsx","144","19","ui_change","","","onChange={(event) => { setSelected(null); setStatus(event.target.value); }}","source_only","medium","/admin/ingestion/moderation","1"
"71b1cf7746304d3e","src/components/admin/ingestion/IngestionModerationView.tsx","154","70","ui_click","","","onClick={() => void refresh()}","source_only","medium","/admin/ingestion/moderation","1"
"c8798255ca29dcd7","src/components/admin/ingestion/IngestionModerationView.tsx","170","21","ui_click","","","onClick={() => choose(candidate)}","source_only","medium","/admin/ingestion/moderation","1"
"c849c71daa85e132","src/components/admin/ingestion/IngestionModerationView.tsx","187","21","ui_click","","","onClick={() => chooseProposal(proposal)}","source_only","medium","/admin/ingestion/moderation","1"
"947e001de611c7e4","src/components/admin/ingestion/IngestionModerationView.tsx","244","43","ui_change","","","onChange={(event) => setContent(event.target.value)}","source_only","medium","/admin/ingestion/moderation","1"
"cb85ef1e92fa36cd","src/components/admin/ingestion/IngestionModerationView.tsx","247","43","ui_change","","","onChange={(event) => setNotes(event.target.value)}","source_only","medium","/admin/ingestion/moderation","1"
"192070520b117b50","src/components/admin/ingestion/IngestionModerationView.tsx","255","47","ui_click","","","onClick={() => void act(""duplicate_keep_primary"")}","source_only","medium","/admin/ingestion/moderation","1"
"18ea3178e9134033","src/components/admin/ingestion/IngestionModerationView.tsx","256","65","ui_click","","","onClick={() => void act(""duplicate_keep_both"")}","source_only","medium","/admin/ingestion/moderation","1"
"636c433ba1e8428d","src/components/admin/ingestion/IngestionModerationView.tsx","257","65","ui_click","","","onClick={() => void act(""duplicate_as_update"")}","source_only","medium","/admin/ingestion/moderation","1"
"91d93c65850c7a8f","src/components/admin/ingestion/IngestionModerationView.tsx","258","63","ui_click","","","onClick={() => void act(""duplicate_related"")}","source_only","medium","/admin/ingestion/moderation","1"
"6f707356bbbea8bf","src/components/admin/ingestion/IngestionModerationView.tsx","263","47","ui_click","","","onClick={() => void act(""approve"")}","source_only","medium","/admin/ingestion/moderation","1"
"4f956c912fcd6532","src/components/admin/ingestion/IngestionModerationView.tsx","264","65","ui_click","","","onClick={() => void act(""reject"")}","source_only","medium","/admin/ingestion/moderation","1"
"e3a70b5bfefd5f18","src/components/admin/ingestion/IngestionModerationView.tsx","268","63","ui_click","","","onClick={() => void act(""publish"")}","source_only","medium","/admin/ingestion/moderation","1"
"3a6589113dd2ac1a","src/components/admin/ingestion/IngestionOverviewView.tsx","19","240","ui_click","","","onClick={() => void refresh()}","source_only","medium","/admin/ingestion","1"
